Date,Hour,DayofWeek,Month,WeekofMonth,MD,MI1,MI2,MI3,MI4,MI5,MI6,MI7,dem,eol,nuc,tot,hid,cco,sol,demres
2014-01-01,1,3,1,1,20.02,25.02,34.95,,,,,,23793.0,10790.0,6111.4,60089.6,14142.8,24214.3,3.5,13196.0
2014-01-01,2,3,1,1,10.34,16.3,28.0,,,,,,22670.0,10885.0,6111.4,60089.6,14142.8,24214.3,0.0,11049.9
2014-01-01,3,3,1,1,5.35,17.09,20.95,,,,,,21164.0,10984.0,6111.4,60089.6,14142.8,24214.3,0.0,8834.6
2014-01-01,4,3,1,1,5.0,3.75,6.69,,,,,,19628.0,10680.0,6111.4,60089.6,14142.8,24214.3,0.5,7144.3
2014-01-01,5,3,1,1,0.5,0.49,4.5,0.0,,,,,18695.0,10605.0,6111.4,60089.6,14142.8,24214.3,2.2,6680.7
2014-01-01,6,3,1,1,0.0,0.0,5.0,0.0,,,,,18355.0,10531.0,6111.4,60089.6,14142.8,24214.3,2.3,6817.2
2014-01-01,7,3,1,1,0.0,0.0,2.0,0.0,,,,,18386.0,10257.0,6111.4,60089.6,14142.8,24214.3,1.0,7328.7
2014-01-01,8,3,1,1,0.0,0.0,4.92,0.0,0.0,,,,18695.0,9895.0,6111.4,60089.6,14142.8,24214.3,1.9,8316.9
2014-01-01,9,3,1,1,0.0,0.0,0.01,0.0,0.0,,,,18695.0,9759.0,6111.4,60089.6,14142.8,24214.3,26.1,8670.0
2014-01-01,10,3,1,1,0.0,0.0,0.01,0.0,0.0,,,,19190.0,9841.0,6111.4,60089.6,14142.8,24214.3,394.5,9454.6
2014-01-01,11,3,1,1,2.0,2.5,4.0,4.9,0.0,,,,21476.0,8889.0,6111.4,60089.6,14142.8,24214.3,911.6,11292.7
2014-01-01,12,3,1,1,4.75,9.75,9.75,14.75,9.75,14.0,,,23052.0,9312.0,6111.4,60089.6,14142.8,24214.3,1279.7,11547.2
2014-01-01,13,3,1,1,5.35,10.7,12.7,15.7,15.45,21.0,,,24164.0,9979.0,6111.4,60089.6,14142.8,24214.3,1410.4,11946.2
2014-01-01,14,3,1,1,4.9,9.9,10.0,14.9,15.0,15.0,,,24627.0,10704.0,6111.4,60089.6,14142.8,24214.3,1375.7,11074.4
2014-01-01,15,3,1,1,0.9,10.0,10.0,15.0,11.0,20.0,,,24195.0,10758.0,6111.4,60075.3,14128.5,24214.3,1247.6,11211.9
2014-01-01,16,3,1,1,0.0,5.0,15.0,5.9,5.0,0.0,10.0,,22658.0,10938.0,6111.4,60075.3,14128.5,24214.3,934.6,11312.7
2014-01-01,17,3,1,1,0.0,2.0,6.69,5.9,0.0,0.0,0.0,,22320.0,11051.0,6111.4,60075.3,14128.5,24214.3,451.7,11407.6
2014-01-01,18,3,1,1,0.0,0.01,5.01,5.9,0.0,0.0,0.01,,22871.0,11489.0,6111.4,60075.3,14128.5,24214.3,45.3,11448.6
2014-01-01,19,3,1,1,5.0,10.0,12.0,10.9,10.91,5.0,25.0,,25112.0,11769.0,6111.4,60075.3,14128.5,24214.3,0.6,12185.3
2014-01-01,20,3,1,1,7.8,10.61,15.0,13.7,8.3,7.8,17.8,,26818.0,11661.0,6111.4,60075.3,14128.5,24214.3,0.0,13438.6
2014-01-01,21,3,1,1,18.9,19.9,19.9,18.71,18.33,19.0,18.83,,27678.0,11791.0,6111.4,60075.3,14128.5,24214.3,0.0,14756.6
2014-01-01,22,3,1,1,20.0,21.5,20.02,20.0,20.0,21.69,19.4,31.0,29524.0,11960.0,6111.4,60075.3,14128.5,24214.3,3.0,15415.9
2014-01-01,23,3,1,1,20.0,21.5,20.02,20.0,20.0,20.25,18.0,17.0,28805.0,12126.0,6111.4,60075.3,14128.5,24214.3,0.4,14848.0
2014-01-01,24,3,1,1,8.6,15.7,13.6,14.5,13.6,13.6,13.0,13.0,26803.0,12387.0,6111.4,60075.3,14128.5,24214.3,0.3,12901.9
2014-01-02,1,4,1,1,5.13,5.13,2.57,,,,,,22899.0,12702.0,6111.4,60075.3,14128.5,24214.3,7.3,9258.7
2014-01-02,2,4,1,1,0.0,0.0,0.0,,,,,,20606.0,12454.0,6111.4,60075.3,14128.5,24214.3,15.1,7862.2
2014-01-02,3,4,1,1,0.0,0.0,0.0,,,,,,19078.0,11696.0,6111.4,60075.3,14128.5,24214.3,17.0,6783.6
2014-01-02,4,4,1,1,0.0,0.0,0.0,,,,,,18302.0,10512.0,6111.4,60075.3,14128.5,24214.3,11.0,7195.3
2014-01-02,5,4,1,1,0.0,0.0,0.0,0.0,,,,,18069.0,9301.0,6111.4,60075.3,14128.5,24214.3,7.8,8249.9
2014-01-02,6,4,1,1,0.0,0.0,0.0,0.0,,,,,18631.0,9008.0,6111.4,59539.5,14128.5,24214.3,8.2,9223.3
2014-01-02,7,4,1,1,0.0,0.0,0.0,0.0,,,,,20440.0,10084.0,6111.4,59539.5,14128.5,24214.3,3.7,9788.7
2014-01-02,8,4,1,1,18.9,20.01,20.98,17.95,11.9,,,,23435.0,11435.0,6111.4,59539.5,14128.5,24214.3,0.0,11009.0
2014-01-02,9,4,1,1,27.2,27.2,29.65,25.84,29.0,,,,25997.0,11342.0,6111.4,59539.5,14128.5,24214.3,10.4,13539.6
2014-01-02,10,4,1,1,36.0,36.0,36.48,34.2,37.75,,,,28551.0,10737.0,6111.4,60075.3,14128.5,24214.3,222.0,16252.2
2014-01-02,11,4,1,1,40.13,40.13,40.13,39.13,43.13,,,,30405.0,10057.0,6111.4,60075.3,14128.5,24214.3,492.6,17678.1
2014-01-02,12,4,1,1,40.88,42.36,40.88,40.88,40.88,45.0,,,31125.0,9698.0,6111.4,60075.3,14128.5,24214.3,568.7,18692.0
2014-01-02,13,4,1,1,41.65,44.0,41.65,41.65,41.0,51.95,,,30541.0,10100.0,6111.4,60075.3,14128.5,24214.3,642.0,19353.3
2014-01-02,14,4,1,1,39.18,42.0,39.18,40.0,37.42,43.86,,,30541.0,10829.0,6111.4,60075.3,14128.5,24214.3,659.0,17978.7
2014-01-02,15,4,1,1,35.2,37.63,37.24,35.0,33.44,42.1,,,29373.0,11139.0,6111.4,60075.3,14128.5,24214.3,569.7,17191.1
2014-01-02,16,4,1,1,34.87,35.06,34.87,34.87,34.87,38.36,42.0,,30046.0,11210.0,6111.4,60075.3,14128.5,24214.3,405.5,16328.5
2014-01-02,17,4,1,1,30.0,35.0,35.0,30.0,30.0,33.0,40.5,,30046.0,11310.0,6111.4,60075.3,14128.5,24214.3,184.6,16400.4
2014-01-02,18,4,1,1,37.12,39.55,40.46,38.0,37.15,42.0,53.12,,30638.0,11765.0,6111.4,60075.3,14128.5,24214.3,18.3,16812.2
2014-01-02,19,4,1,1,41.39,45.1,45.56,49.0,43.46,51.74,59.25,,32908.0,11993.0,6111.4,60075.3,14128.5,24214.3,9.8,18747.3
2014-01-02,20,4,1,1,40.88,45.78,48.53,52.01,45.88,52.95,58.95,,33229.0,12241.0,6111.4,60075.3,14128.5,24214.3,7.2,18901.7
2014-01-02,21,4,1,1,40.88,45.53,44.56,45.95,44.97,45.79,47.5,,32957.0,12267.0,6111.4,60075.3,14128.5,24214.3,7.6,18664.8
2014-01-02,22,4,1,1,37.12,43.4,41.57,41.2,40.15,40.83,44.12,42.56,33229.0,12358.0,6111.4,60075.3,14128.5,24214.3,9.5,18990.6
2014-01-02,23,4,1,1,35.11,41.46,39.32,39.67,38.27,36.87,42.0,35.11,30427.0,12693.0,6111.4,60075.3,14128.5,24214.3,1.6,17176.6
2014-01-02,24,4,1,1,25.1,30.01,29.17,25.1,24.17,24.02,25.55,18.0,27973.0,12706.0,6111.4,60075.3,14128.5,24214.3,1.2,14513.1
2014-01-03,1,5,1,1,15.3,15.3,30.15,,,,,,25350.0,12342.0,6111.4,60075.3,14128.5,24214.3,0.9,12807.5
2014-01-03,2,5,1,1,5.13,5.13,3.0,,,,,,23600.0,12800.0,6111.4,60075.3,14128.5,24214.3,1.8,9740.5
2014-01-03,3,5,1,1,0.0,0.0,0.0,,,,,,22200.0,13133.0,6111.4,60075.3,14128.5,24214.3,1.8,8021.0
2014-01-03,4,5,1,1,0.0,0.0,0.0,,,,,,21400.0,11912.0,6111.4,60075.3,14128.5,24214.3,0.8,8808.6
2014-01-03,5,5,1,1,0.0,0.0,0.0,0.0,,,,,21000.0,11387.0,6111.4,60075.3,14128.5,24214.3,0.3,9177.2
2014-01-03,6,5,1,1,0.0,0.0,0.0,0.0,,,,,21822.0,11441.0,6111.4,60075.3,14128.5,24214.3,2.0,9454.0
2014-01-03,7,5,1,1,2.0,1.0,0.1,0.0,,,,,23470.0,11602.0,6111.4,60075.3,14128.5,24214.3,3.5,9442.4
2014-01-03,8,5,1,1,27.0,27.0,25.65,25.01,26.0,,,,26900.0,12253.0,6111.4,60075.3,14128.5,24214.3,3.2,12913.7
2014-01-03,9,5,1,1,37.02,37.02,25.91,27.77,23.0,,,,28920.0,11914.0,6111.4,60075.3,14128.5,24214.3,27.3,15579.8
2014-01-03,10,5,1,1,42.0,42.0,39.8,36.13,38.0,,,,30934.0,11415.0,6111.4,60075.3,14128.5,24214.3,337.2,17237.3
2014-01-03,11,5,1,1,45.03,45.03,40.03,36.8,36.5,,,,32469.0,10745.0,6111.4,60075.3,14128.5,24214.3,915.8,17913.8
2014-01-03,12,5,1,1,45.0,45.0,41.0,39.0,34.15,43.0,,,32439.0,10090.0,6111.4,60075.3,14128.5,24214.3,1151.6,19009.4
2014-01-03,13,5,1,1,45.5,45.5,42.12,41.0,42.0,50.96,,,31838.0,9144.0,6111.4,60075.3,14128.5,24214.3,1493.2,20753.0
2014-01-03,14,5,1,1,42.4,42.4,41.99,37.0,37.15,45.9,,,31772.0,9898.0,6111.4,60115.6,14168.8,24214.3,1808.4,19060.2
2014-01-03,15,5,1,1,37.25,40.23,37.3,37.25,37.25,50.0,,,30651.0,9819.0,6111.4,60115.6,14168.8,24214.3,1608.9,18642.9
2014-01-03,16,5,1,1,37.02,39.98,37.02,36.8,34.02,37.02,36.92,,29536.0,9594.0,6111.4,60115.6,14168.8,24214.3,1215.2,18156.1
2014-01-03,17,5,1,1,42.34,42.0,40.0,36.8,33.0,32.11,37.34,,29401.0,8986.0,6111.4,60115.6,14168.8,24214.3,761.8,18999.6
2014-01-03,18,5,1,1,50.42,44.0,41.85,39.72,44.89,42.0,37.31,,29787.0,8448.0,6111.4,60115.6,14168.8,24214.3,240.8,20869.9
2014-01-03,19,5,1,1,92.1,85.0,64.47,40.88,40.75,42.75,38.95,,31780.0,8032.0,6111.4,60115.6,14168.8,24214.3,50.0,22438.7
2014-01-03,20,5,1,1,96.3,89.02,75.0,42.0,42.0,50.0,37.15,,32154.0,8346.0,6111.4,60143.7,14196.9,24214.3,47.8,23404.7
2014-01-03,21,5,1,1,94.9,88.9,74.2,42.5,42.0,52.4,35.0,,31799.0,8359.0,6111.4,60143.7,14196.9,24214.3,10.4,23224.0
2014-01-03,22,5,1,1,94.6,85.8,68.0,42.36,42.0,59.25,37.15,23.79,31147.0,8298.0,6111.4,60143.7,14196.9,24214.3,10.8,23693.9
2014-01-03,23,5,1,1,58.01,49.9,42.01,43.13,42.0,40.1,31.91,25.11,29667.0,8602.0,6111.4,60143.7,14196.9,24214.3,7.0,22798.7
2014-01-03,24,5,1,1,48.86,44.22,40.0,40.0,42.36,37.15,30.51,24.4,27642.0,9218.0,6111.4,60143.7,14196.9,24214.3,5.6,20234.2
2014-01-04,1,6,1,1,21.5,9.1,12.5,,,,,,24909.0,10042.0,6111.4,60143.7,14196.9,24214.3,5.9,17274.0
2014-01-04,2,6,1,1,8.5,5.01,4.25,,,,,,22808.0,11050.0,6111.4,59358.4,14196.9,23429.0,9.7,12997.5
2014-01-04,3,6,1,1,2.5,0.0,0.0,,,,,,20935.0,11511.0,6111.4,59358.4,14196.9,23429.0,8.3,10572.0
2014-01-04,4,6,1,1,0.0,0.0,0.0,,,,,,19771.0,10697.0,6111.4,59358.4,14196.9,23429.0,7.6,10807.6
2014-01-04,5,6,1,1,0.0,0.0,0.0,0.0,,,,,19239.0,9912.0,6111.4,59358.4,14196.9,23429.0,5.7,11315.8
2014-01-04,6,6,1,1,0.0,0.0,0.0,0.0,,,,,19124.0,9445.0,6111.4,59358.4,14196.9,23429.0,5.0,11666.4
2014-01-04,7,6,1,1,0.0,0.0,0.0,0.0,,,,,19210.0,9286.0,6111.4,59358.4,14196.9,23429.0,5.0,12044.9
2014-01-04,8,6,1,1,0.0,0.0,0.0,0.0,0.0,,,,20132.0,10039.0,6111.4,59358.4,14196.9,23429.0,19.5,12307.3
2014-01-04,9,6,1,1,0.0,0.0,0.0,0.0,0.0,,,,21478.0,11754.0,6111.4,59358.4,14196.9,23429.0,23.1,11410.4
2014-01-04,10,6,1,1,0.0,0.0,0.0,0.0,0.0,,,,24309.0,12087.0,6111.4,59358.4,14196.9,23429.0,455.7,12945.9
2014-01-04,11,6,1,1,0.0,0.0,0.0,0.0,0.01,,,,27082.0,14064.0,6111.4,59358.4,14196.9,23429.0,1078.0,11725.1
2014-01-04,12,6,1,1,0.0,0.0,0.01,0.0,0.0,0.01,,,28891.0,14977.0,6111.4,59358.4,14196.9,23429.0,1408.1,11486.8
2014-01-04,13,6,1,1,0.0,0.01,0.01,0.0,0.01,0.01,,,28395.0,15568.0,6111.4,59358.4,14196.9,23429.0,1622.2,11488.7
2014-01-04,14,6,1,1,0.0,0.01,0.01,0.0,0.01,0.01,,,28506.0,14909.0,6111.4,59358.4,14196.9,23429.0,1660.7,12186.0
2014-01-04,15,6,1,1,0.0,0.01,0.01,0.0,5.0,5.0,,,28017.0,14744.0,6111.4,59358.4,14196.9,23429.0,1401.1,12518.8
2014-01-04,16,6,1,1,0.0,0.0,0.01,0.0,0.01,0.01,0.0,,26750.0,14551.0,6111.4,59358.4,14196.9,23429.0,1053.7,12912.4
2014-01-04,17,6,1,1,0.0,0.0,0.01,0.01,0.01,0.0,0.0,,26040.0,14189.0,6111.4,58968.4,14196.9,23039.0,655.1,13156.7
2014-01-04,18,6,1,1,0.0,0.0,0.0,0.0,0.01,0.0,0.0,,26441.0,13519.0,6111.4,58940.3,14168.8,23039.0,211.6,13554.6
2014-01-04,19,6,1,1,10.0,5.0,4.9,10.0,15.0,0.01,0.0,,28770.0,14293.0,6111.4,58940.3,14168.8,23039.0,14.6,14801.6
2014-01-04,20,6,1,1,15.1,14.6,13.59,15.1,23.1,15.0,0.0,,29578.0,15170.0,6111.4,58940.3,14168.8,23039.0,4.9,15218.6
2014-01-04,21,6,1,1,17.81,17.5,17.14,17.81,18.14,15.01,0.5,,29741.0,15387.0,6111.4,58940.3,14168.8,23039.0,3.9,15130.1
2014-01-04,22,6,1,1,19.0,15.01,14.0,13.99,15.34,5.0,0.5,0.0,30000.0,15050.0,6111.4,58940.3,14168.8,23039.0,9.1,15436.1
2014-01-04,23,6,1,1,13.1,8.0,11.85,10.1,10.1,0.0,0.0,0.0,28780.0,15134.0,6111.4,58940.3,14168.8,23039.0,4.7,14371.4
2014-01-04,24,6,1,1,12.3,11.07,12.3,17.0,17.3,10.82,0.0,0.0,26997.0,14927.0,6111.4,58954.6,14183.1,23039.0,5.0,13224.9
2014-01-05,1,7,1,1,5.0,0.0,0.0,,,,,,24636.0,14883.0,5066.1,57909.3,14183.1,23039.0,6.9,12240.2
2014-01-05,2,7,1,1,0.0,0.0,0.0,,,,,,22572.0,13906.0,5066.1,57050.3,14183.1,22180.0,4.7,10884.9
2014-01-05,3,7,1,1,0.0,0.0,0.0,,,,,,20790.0,12341.0,5066.1,57050.3,14183.1,22180.0,4.1,11012.1
2014-01-05,4,7,1,1,0.0,0.0,0.0,,,,,,19764.0,11006.0,5066.1,57050.3,14183.1,22180.0,3.4,10663.7
2014-01-05,5,7,1,1,0.0,0.0,0.0,0.0,,,,,19872.0,10202.0,5066.1,57909.3,14183.1,23039.0,2.4,10803.8
2014-01-05,6,7,1,1,0.0,0.0,0.0,0.0,,,,,19898.0,9501.0,5066.1,57909.3,14183.1,23039.0,2.1,11412.4
2014-01-05,7,7,1,1,0.0,0.0,0.0,0.0,,,,,19980.0,9433.0,5066.1,57909.3,14183.1,23039.0,2.1,11609.2
2014-01-05,8,7,1,1,0.0,0.0,0.0,0.0,0.0,,,,20439.0,9509.0,5066.1,57909.3,14183.1,23039.0,15.2,12364.5
2014-01-05,9,7,1,1,0.0,0.0,0.0,0.0,0.0,,,,20507.0,9410.0,5066.1,57909.3,14183.1,23039.0,24.4,12297.9
2014-01-05,10,7,1,1,0.0,0.0,0.0,0.0,0.0,,,,22275.0,9453.0,5066.1,57909.3,14183.1,23039.0,413.9,13350.5
2014-01-05,11,7,1,1,1.0,0.0,0.0,0.0,0.0,,,,25035.0,10867.0,5066.1,57909.3,14183.1,23039.0,1161.9,13386.5
2014-01-05,12,7,1,1,3.0,0.0,0.0,0.0,0.0,2.1,,,26948.0,11655.0,5066.1,57909.3,14183.1,23039.0,1692.1,13162.1
2014-01-05,13,7,1,1,5.0,0.0,0.0,0.0,0.0,4.5,,,26981.0,12533.0,5066.1,57909.3,14183.1,23039.0,2057.1,12926.1
2014-01-05,14,7,1,1,3.2,0.0,0.0,0.01,0.0,4.5,,,27255.0,12796.0,5066.1,57909.3,14183.1,23039.0,2121.8,12348.6
2014-01-05,15,7,1,1,3.0,0.0,0.01,2.1,0.0,4.0,,,27471.0,12780.0,5066.1,57909.3,14183.1,23039.0,1910.8,12580.9
2014-01-05,16,7,1,1,1.0,0.0,0.01,0.1,0.0,0.0,1.0,,26702.0,12337.0,5066.1,57909.3,14183.1,23039.0,1484.0,12597.0
2014-01-05,17,7,1,1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,,26194.0,11816.0,5066.1,57909.3,14183.1,23039.0,1036.2,12802.9
2014-01-05,18,7,1,1,1.5,0.0,0.0,0.0,0.0,0.0,1.5,,26547.0,11465.0,5066.1,57909.3,14183.1,23039.0,477.0,13595.6
2014-01-05,19,7,1,1,7.2,5.95,7.97,5.95,0.0,0.0,35.21,,29339.0,10810.0,5066.1,57909.3,14183.1,23039.0,169.1,16281.2
2014-01-05,20,7,1,1,10.0,9.0,14.1,12.7,0.0,1.0,19.14,,30345.0,10354.0,5066.1,57909.3,14183.1,23039.0,57.5,17571.9
2014-01-05,21,7,1,1,15.0,16.67,28.13,25.0,15.0,14.25,35.21,,31110.0,10099.0,5066.1,57909.3,14183.1,23039.0,18.1,18961.3
2014-01-05,22,7,1,1,23.0,22.0,28.12,28.01,21.0,24.0,22.0,45.95,31272.0,9891.0,5066.1,57909.3,14183.1,23039.0,5.2,20281.5
2014-01-05,23,7,1,1,12.1,11.37,17.1,20.0,12.1,12.1,0.0,20.0,30109.0,9603.0,5066.1,57909.3,14183.1,23039.0,5.4,19951.9
2014-01-05,24,7,1,1,8.1,6.85,13.1,13.1,0.02,3.0,0.0,0.0,27883.0,9484.0,6111.4,58954.6,14183.1,23039.0,6.8,18348.8
2014-01-06,1,1,1,1,25.0,0.01,9.99,,,,,,25805.0,9315.0,6111.4,58954.6,14183.1,23039.0,5.0,17204.7
2014-01-06,2,1,1,1,5.13,0.0,4.98,,,,,,23531.0,9190.0,6111.4,58954.6,14183.1,23039.0,1.7,15058.0
2014-01-06,3,1,1,1,2.2,0.0,0.0,,,,,,21632.0,9450.0,6111.4,58954.6,14183.1,23039.0,1.8,12457.5
2014-01-06,4,1,1,1,0.0,0.0,0.0,,,,,,20576.0,8867.0,6111.4,58954.6,14183.1,23039.0,2.1,11955.9
2014-01-06,5,1,1,1,0.0,0.0,0.0,0.0,,,,,19884.0,7977.0,6111.4,58954.6,14183.1,23039.0,4.2,12108.4
2014-01-06,6,1,1,1,0.0,0.0,0.0,0.0,,,,,19880.0,7917.0,6111.4,58954.6,14183.1,23039.0,2.8,12090.7
2014-01-06,7,1,1,1,0.0,0.0,0.0,0.0,,,,,20100.0,7661.0,6111.4,58954.6,14183.1,23039.0,2.3,12330.2
2014-01-06,8,1,1,1,1.2,0.0,0.0,1.24,0.0,,,,20571.0,7739.0,6111.4,58954.6,14183.1,23039.0,14.4,12655.9
2014-01-06,9,1,1,1,0.1,0.0,0.0,0.1,0.0,,,,21045.0,8187.0,6111.4,58954.6,14183.1,23039.0,35.0,12263.9
2014-01-06,10,1,1,1,4.0,0.0,0.0,6.1,0.0,,,,22418.0,8505.0,6111.4,58954.6,14183.1,23039.0,543.9,12952.0
2014-01-06,11,1,1,1,5.69,5.29,28.12,10.69,5.69,,,,24389.0,8835.0,6111.4,58954.6,14183.1,23039.0,1358.7,13679.9
2014-01-06,12,1,1,1,6.1,8.35,10.1,12.1,12.1,12.1,,,25300.0,8517.0,6111.4,58954.6,14183.1,23039.0,2234.3,14072.6
2014-01-06,13,1,1,1,9.1,12.6,12.29,14.07,14.1,4.1,,,25100.0,8742.0,6111.4,58954.6,14183.1,23039.0,2803.0,14178.0
2014-01-06,14,1,1,1,6.1,8.24,8.24,10.1,9.1,0.25,,,25000.0,8052.0,6111.4,58954.6,14183.1,23039.0,2962.4,14218.3
2014-01-06,15,1,1,1,5.69,8.35,10.69,10.69,6.2,0.5,,,24500.0,8594.0,6111.4,58954.6,14183.1,23039.0,2735.9,13520.5
2014-01-06,16,1,1,1,5.69,8.0,10.0,11.38,8.38,5.52,0.01,,23500.0,8385.0,6111.4,58954.6,14183.1,23039.0,2249.6,13579.3
2014-01-06,17,1,1,1,5.2,6.1,10.0,10.4,12.1,5.04,0.01,,23300.0,8105.0,6111.4,58954.6,14183.1,23039.0,1501.1,14103.7
2014-01-06,18,1,1,1,10.1,0.01,10.1,16.67,19.1,0.05,0.01,,24000.0,7917.0,6111.4,58954.6,14183.1,23039.0,648.8,14955.4
2014-01-06,19,1,1,1,30.0,28.2,30.48,33.0,34.97,29.9,20.0,,26700.0,8469.0,6111.4,58954.6,14183.1,23039.0,223.1,15892.2
2014-01-06,20,1,1,1,37.13,37.13,37.58,41.13,40.47,36.15,46.01,,27900.0,8954.0,6111.4,58954.6,14183.1,23039.0,9.0,16849.5
2014-01-06,21,1,1,1,44.03,44.03,44.03,47.53,44.05,44.03,50.0,,28700.0,8767.0,6111.4,58954.6,14183.1,23039.0,14.1,18007.6
2014-01-06,22,1,1,1,44.32,44.32,44.76,47.82,44.76,41.66,38.0,30.02,29500.0,8339.0,6111.4,59739.9,14183.1,23824.3,75.2,19623.4
2014-01-06,23,1,1,1,44.32,44.76,44.78,48.32,49.32,44.32,41.5,31.0,29200.0,8171.0,6111.4,59739.9,14183.1,23824.3,60.7,19976.8
2014-01-06,24,1,1,1,35.0,35.35,35.47,40.1,40.0,36.0,36.95,24.0,27100.0,8196.0,6111.4,59739.9,14183.1,23824.3,43.1,18416.5
2014-01-07,1,2,1,2,24.8,24.0,24.0,,,,,,25708.0,8305.0,6111.4,59739.9,14183.1,23824.3,13.8,16600.9
2014-01-07,2,2,1,2,11.65,8.95,5.0,,,,,,23359.0,8086.0,6111.4,59739.9,14183.1,23824.3,18.0,14304.7
2014-01-07,3,2,1,2,4.13,6.88,2.89,,,,,,21731.0,8493.0,6111.4,59739.9,14183.1,23824.3,15.8,12130.1
2014-01-07,4,2,1,2,1.5,1.44,0.01,,,,,,20819.0,7662.0,6111.4,59739.9,14183.1,23824.3,14.6,12117.3
2014-01-07,5,2,1,2,1.5,1.95,0.5,0.0,,,,,20500.0,7042.0,6111.4,59739.9,14183.1,23824.3,8.7,12547.4
2014-01-07,6,2,1,2,5.0,5.0,5.0,4.5,,,,,20897.0,6882.0,6111.4,59739.9,14183.1,23824.3,4.6,13512.2
2014-01-07,7,2,1,2,19.0,20.08,24.0,16.98,,,,,22464.0,6980.0,6111.4,59389.7,14183.1,23824.3,2.9,14798.9
2014-01-07,8,2,1,2,51.67,51.66,42.36,42.36,44.5,,,,25237.0,7443.0,6111.4,59389.1,14183.1,23824.3,17.0,18992.7
2014-01-07,9,2,1,2,57.1,58.0,52.1,52.0,44.5,,,,27446.0,7386.0,6111.4,59389.1,14183.1,23824.3,41.1,21410.5
2014-01-07,10,2,1,2,60.0,59.4,59.9,55.0,55.11,,,,30381.0,7412.0,6111.4,59695.1,14183.1,23824.3,547.0,23134.9
2014-01-07,11,2,1,2,56.71,56.0,56.0,54.71,52.61,,,,32281.0,7076.0,6111.4,59695.1,14183.1,23824.3,1335.3,23632.1
2014-01-07,12,2,1,2,55.2,50.78,50.2,50.2,44.86,55.2,,,35157.0,6523.0,6111.4,59695.1,14183.1,23824.3,2088.0,23955.8
2014-01-07,13,2,1,2,58.2,56.2,48.2,50.0,43.28,55.0,,,34589.0,6430.0,6111.4,59695.1,14183.1,23824.3,2526.0,25020.9
2014-01-07,14,2,1,2,55.21,51.21,45.21,50.0,41.41,55.21,,,34167.0,6668.0,6111.4,59695.1,14183.1,23824.3,2657.5,24247.7
2014-01-07,15,2,1,2,55.2,48.53,42.93,43.47,36.93,48.15,,,32637.0,6946.0,6111.4,59695.1,14183.1,23824.3,2727.4,23424.1
2014-01-07,16,2,1,2,45.5,43.5,40.0,42.36,35.5,45.0,28.5,,32000.0,7159.0,6111.4,59695.1,14183.1,23824.3,2413.5,22443.0
2014-01-07,17,2,1,2,45.19,44.0,42.8,45.0,42.0,45.19,36.0,,31900.0,7129.0,6111.4,59695.1,14183.1,23824.3,1693.1,22644.1
2014-01-07,18,2,1,2,60.0,57.6,55.0,56.0,53.61,55.2,54.95,,32700.0,7030.0,6111.4,59695.1,14183.1,23824.3,739.0,24139.6
2014-01-07,19,2,1,2,80.1,70.21,65.0,60.1,56.93,65.0,54.0,,35500.0,6859.0,6111.4,59695.1,14183.1,23824.3,253.9,26463.2
2014-01-07,20,2,1,2,85.69,80.45,65.79,56.29,52.95,70.69,51.5,,36000.0,6465.0,6111.4,59695.1,14183.1,23824.3,133.4,27321.1
2014-01-07,21,2,1,2,87.6,81.19,62.54,50.0,40.1,67.67,43.9,,35800.0,6042.0,6111.4,59695.1,14183.1,23824.3,70.9,27938.9
2014-01-07,22,2,1,2,88.5,82.02,61.95,42.36,40.0,66.5,44.35,15.13,34500.0,5614.0,6111.4,59695.1,14183.1,23824.3,79.1,28776.4
2014-01-07,23,2,1,2,84.6,75.44,50.0,40.0,35.68,65.22,42.4,21.2,31100.0,5564.0,6111.4,59695.1,14183.1,23824.3,56.8,27817.0
2014-01-07,24,2,1,2,55.2,51.2,40.2,30.04,36.0,45.2,29.5,20.0,27548.0,5674.0,6111.4,59695.1,14183.1,23824.3,48.3,23889.9
2014-01-08,1,3,1,2,35.44,35.4,24.81,,,,,,27883.0,5755.0,6111.4,59695.1,14183.1,23824.3,7.2,20715.5
2014-01-08,2,3,1,2,25.0,21.0,13.0,,,,,,25599.0,5634.0,6111.4,59695.1,14183.1,23824.3,2.2,18356.6
2014-01-08,3,3,1,2,12.45,10.0,8.0,,,,,,24279.0,5707.0,6111.4,59695.1,14183.1,23824.3,0.4,16553.7
2014-01-08,4,3,1,2,15.0,5.0,0.0,,,,,,23629.0,6066.0,6111.4,59695.1,14183.1,23824.3,0.5,15215.3
2014-01-08,5,3,1,2,9.65,0.1,0.0,0.0,,,,,21568.0,6562.0,6111.4,59695.1,14183.1,23824.3,0.6,14774.2
2014-01-08,6,3,1,2,18.0,9.0,9.0,0.0,,,,,22044.0,6942.0,6111.4,59695.1,14183.1,23824.3,0.5,14800.3
2014-01-08,7,3,1,2,20.0,19.5,18.5,22.0,,,,,24165.0,7533.0,6111.4,59695.1,14183.1,23824.3,1.3,15372.4
2014-01-08,8,3,1,2,35.0,35.21,36.75,42.8,44.44,,,,28383.0,7993.0,6111.4,59695.1,14183.1,23824.3,5.1,19341.9
